id	title
A01B 1	Outils à main (tranche-bordures pour pelouses A01G0003060000)
A01B 3	Charrues à socs fixes
A01B 5	Charrues à outils de travail rotatifs non entraînés, p.ex. à disques (à outils rotatifs entraînés A01B0009000000)
A01B 7	Instruments à disques ou similaires, de travail de la terre, utilisables soit comme charrues, soit comme herses, soit comme instruments similaires
A01B 9	Charrues à outils rotatifs entraînés (instruments d'ameublissement à outils rotatifs entraînés A01B0033000000)
A01B 11	Charrues à outils pouvant osciller, fouiller ou défoncer
A01B 13	Charrues ou machines similaires pour des travaux particuliers (pour drainage E02B0011020000)
A01B 15	Eléments, outils ou parties constitutives des charrues
A01B 17	Charrues comportant des dispositifs accessoires particuliers, p.ex. pour enfouir le fumier, briser les mottes (A01B0049000000 a priorité;charrues pour le travail du sous-sol A01B0013080000)
A01B 19	Herses à outils non rotatifs (herses traînantes)
A01B 21	Herses à outils rotatifs non entraînés (instruments d'ameublissement à outils rotatifs entraînés A01B0033000000)
A01B 23	Eléments, outils ou parties constitutives des herses
A01B 25	Herses comportant des dispositifs accessoires particuliers, p.ex. des distributeurs d'engrais; Herses à destination particulière (A01B0039000000 a priorité)
A01B 27	Brise-mottes
A01B 29	Rouleaux
A01B 31	Planches traînantes (niveleuses)
A01B 33	Instruments d'ameublissement à outils rotatifs entraînés
A01B 35	Autres machines pour le travail de la terre (A01B0037000000, A01B0039000000, A01B0077000000 ont priorité)
A01B 37	Dispositifs pour ameublir le sol tassé par des roues ou causes similaires
A01B 39	Autres machines spécialement destinées au travail du sol sur lequel poussent des cultures
A01B 41	Machines à éclaircir les plants (démarieuses)
A01B 43	Machines pour retirer du sol les pierres, les racines indésirables ou les détritus similaires, p.ex. râteaux tractés
A01B 45	Machines pour le traitement des prairies ou des pelouses
A01B 47	Travail de la terre par application d'une différence de potentiel électrique entre les outils et le sol
A01B 49	Machines combinées (dispositifs auxiliaires attelés à des machines d'un autre genre, p.ex. herses attelées à des charrues, voir les groupes relatifs à ces machines)
A01B 51	Châssis spécialement adaptés au montage de différentes sortes d'outils ou machines agricoles (sous l'aspect véhicule en général, voir les sous-classes appropriées des classes B60 ou B62)
A01B 59	Dispositifs particuliers pour l'attelage des animaux ou des tracteurs aux machines ou instruments agricoles (A01B0063000000 a priorité;attelage des véhicules, en général B60D;attelages de véhicules à traction animale, en général B62C0005000000)
A01B 61	Dispositifs ou pièces des machines ou instruments agricoles pour éviter un effort excessif (limiteurs d'effort pour attelage de véhicules, en général B60D;limiteurs d'effort d'accouplement en soi F16D)
A01B 63	Dispositifs ou agencements de levage ou de réglage pour machines ou instruments agricoles (mécanismes de relevage de la barre de coupe d'une moissonneuse A01D0034240000;dispositifs de réglage de la barre de coupe d'une moissonneuse A01D0034280000;caractéristiques de structure des dispositifs de levage en soi B66F)
A01B 67	Dispositifs pour asservir le moteur du tracteur à la résistance des outils de travail (limiteurs d'effort A01B0061000000)
A01B 69	Direction des machines ou instruments agricoles; Guidage des machines ou instruments agricoles selon un parcours déterminé
A01B 71	Structure ou agencement des mécanismes de réglage ou d'ajustage, de l'entraînement ou de la prise de force des instruments ou des outils; Protection de pièces contre la poussière ou matière gênante similaire; Adaptation d'éléments de machine à/ou pour des fins agricoles
A01B 73	Moyens ou agencements pour faciliter le transport des machines ou instruments agricoles, p.ex. bâtis pliants réduisant la largeur hors tout (agencements de levage pour instruments de travail de la terre A01B0063000000;véhicules adaptés au transport des charges ou pour transporter, porter ou comporter des charges ou des objets particuliers B60P;véhicules à moteur, remorques B62D)
A01B 75	Transporteurs des personnes pendant leur travail aux champs, p.ex. pendant le démariage des betteraves
A01B 76	Parties constitutives ou accessoires des machines ou instruments agricoles non prévus dans les groupes A01B0051000000-A01B0075000000
A01B 77	Machines pour lever et traiter la terre (biocides, produits attirant ou repoussant les animaux nuisibles, régulateurs de croissance des végétaux A01N0025000000-A01N0065000000;engrais C05;substances pour conditionner ou pour stabiliser les sols C09K0017000000)
A01B 79	Méthodes de travail de la terre (requérant essentiellement l'emploi de machines particulières, voir les groupes relatifs à ces machines)
A01C 1	Appareils ou modes d'emploi des appareils pour éprouver ou traiter les graines, les racines ou analogues avant l'ensemencement ou la plantation (produits chimiques utilisés A01N0025000000-A01N0065000000)
A01C 3	Traitement des engrais de ferme; Epandage (fourches à fumier A01D0009000000;engrais organiques résultant du traitement des immondices C05F)
A01C 5	Ouverture ou recouvrement de sillons ou de trous pour l'ensemencement, la plantation ou le fumage (charrues à butter A01B0013020000)
A01C 7	Ensemencement (dispositions pour l'entraînement du mécanisme A01C0019000000)
A01C 9	Machines à planter les pommes de terre (en combinaison avec des outils de travail de la terre A01B0049040000)
A01C 11	Machines transplanteuses (repiqueuses) (transporteurs pour personnel A01B0075000000;dispositifs pour transplanter les arbres A01G0023020000)
A01C 13	Machines ou appareils pour tasser la terre autour des plantes
A01C 14	Procédés ou appareils pour la plantation non prévus dans les autres groupes de la présente sous-classe
A01C 15	Distributeurs d'engrais (A01C0007060000 a priorité;à roues centrifugeuses A01C0017000000;dispositions pour l'entraînement du mécanisme A01C0019000000;épandeurs de sable, de gravier ou de sel pour les routes E01C0019200000)
A01C 17	Fertiliseurs ou semoirs à roues centrifugeuses (dispositifs mécaniques de projection d'objets ou de matériaux solides en vrac, en général B65G0031000000;épandeurs de sable, de gravier ou de sel E01C0019200000)
A01C 19	Dispositions pour l'entraînement du mécanisme des fertiliseurs ou des semoirs
A01C 21	Méthodes de fertilisation (engrais C05;substances pour conditionner ou pour stabiliser les sols C09K0017000000)
A01C 23	Dispositifs distributeurs spécialement adaptés pour répandre le purin ou autres engrais liquides, y compris l'ammoniaque, p.ex. réservoirs de transport, voitures arroseuses (irrigation des champs en général A01G0025000000;pulvérisation ou application de liquides ou d'autres matériaux fluides en général B05)
A01D 1	Outils de coupe à main pour récolter (dispositifs pour la cueillette des pommes ou de fruits similaires A01D0046240000;appareils à tailler les haies A01G0003040000)
A01D 3	Dispositifs non abrasifs pour l'affûtage des faux, faucilles ou analogues
A01D 5	Étuis pour pierres à aiguiser, utilisés pendant la récolte
A01D 7	Râteaux (faucheuses convertibles en râteaux ou capables de ratisser A01D0042020000;faucheuses combinées avec des râteaux A01D0043020000)
A01D 9	Fourches
A01D 11	Autres outils à main (dispositifs pour la cueillette des pommes ou de fruits similaires A01D0046240000)
A01D 13	Arracheurs, p.ex. arracheurs de pommes de terre
A01D 15	Arracheurs à grilles de tamisage, mais sans mécanismes transporteurs
A01D 17	Arracheurs à mécanismes de tamisage et de transport
A01D 19	Arracheurs à roues, tambours ou hélices centrifuges
A01D 21	Arracheurs comportant des instruments de ramassage des pommes de terre
A01D 23	Machines à décolleter (décolleteuses)
A01D 25	Arracheurs de betteraves ou plantes similaires
A01D 27	Machines à double mécanisme, décolleteur et arracheur
A01D 29	Machines pour la récolte des arachides
A01D 31	Autres arracheuses-récolteuses
A01D 33	Accessoires d'arracheuses-récolteuses
A01D 34	Faucheuses (combinées avec des appareils permettant d'effectuer des opérations auxiliaires pendant le fauchage A01D0037000000-A01D0041000000, A01D0043000000;convertibles en des appareils à usages autres que le fauchage ou capables d'effectuer des opérations autres que le fauchage A01D0042000000); Appareils de fauchage des moissonneuses
A01D 37	Moissonneuses-lieuses (équipement de ces machines pour lier les produits récoltés ou fauchés, p.ex. noueurs, A01D0059000000)
A01D 39	Lieuses indépendantes, p.ex. pour le foin; Lieuses pouvant être reliées aux moissonneuses (équipement de ces lieuses pour lier les produits récoltés ou fauchés, p.ex. noueurs, A01D0059000000;appareils fixes ou outils à main pour botteler la paille ou le foin ou lier les bottes A01F0001000000)
A01D 41	Moissonneuses-batteuses, c. à d. moissonneuses ou faucheuses combinées avec des dispositifs de battage
A01D 42	Faucheuses convertibles en des appareils à des fins autres que le fauchage; Faucheuses capables d'effectuer des opérations autres que le fauchage (faucheuses combinées avec des appareils permettant d'effectuer des opérations supplémentaires pendant le fauchage A01D0043000000)
A01D 43	Faucheuses combinées avec des appareils permettant d'effectuer des opérations supplémentaires pendant le fauchage (A01D0037000000, A01D0039000000, A01D0041000000 ont priorité)
A01D 44	Récolte de la flore subaquatique, p.ex. récolte des algues
